,PUMA,ACCESSINET_PUMA,BROADBND_PUMA,COMPOTHX_PUMA,DIALUP_PUMA,HISPEED_PUMA,LAPTOP_PUMA,OTHSVCEX_PUMA,SATELLITE_PUMA,SMARTPHONE_PUMA,TABLET_PUMA,VALP_PUMA,FINCP_PUMA,HHL_PUMA,HINCP_PUMA,HUPAOC_PUMA,Have_internet_PUMA,Have_3C_PUMA,Eligible_PUMA,AGEP_PUMA,SCHL_PUMA,SEX_PUMA,RACWHT_PUMA,WRK_PUMA
10,300,0.8760474952058214,0.6897181285627971,0.02360312081330286,0.034058370767331286,0.6022276512464865,0.7859826096093729,0.013358026637244858,0.14684634985683137,0.7688680484409068,0.5699424698557806,261032.92746998713,58106.15794520188,0.891730370136864,77667.77757637849,0.17697743452334042,0.8760474952058214,0.8215383402947435,0.6324375443297344,45.584080735222,0.17166780029210627,0.519021180341353,0.912847930738122,0.3631555914097555
11,701,0.9266305525460455,0.8199349945828819,0.022318526543878656,0.02123510292524377,0.7590032502708559,0.8567930660888408,0.011180931744312027,0.07785482123510293,0.8842036836403033,0.6485590465872156,202969.36944745397,58213.52959913326,0.7976381365113759,83044.52433369447,0.2315709642470206,0.9266305525460455,0.9131094257854822,0.8841820151679307,36.64265115516959,0.26273963624446994,0.49249549401933473,0.8604292970670162,0.3847288218908733
12,702,0.8765638252756573,0.7018924936386769,0.02563083121289228,0.03384754028837998,0.6119062765055131,0.766274385072095,0.04145462256149279,0.12839270568278202,0.7748886768447837,0.5733672603901612,182999.0245971162,48811.05298452078,0.8620122985581001,63709.94653837998,0.23062446988973706,0.8765638252756573,0.8358513570822731,1.0344041560644615,42.23354502043026,0.12003150691675282,0.496322552060257,0.8610348052971004,0.3089843942302959
13,1100,0.818573032306349,0.6329882333374912,0.014261361273959503,0.023200698515654233,0.45750696436738597,0.6916136543179078,0.020976258783418567,0.16745665460895598,0.7709242858924785,0.51336742754979,199315.0201654817,51817.7473285934,0.7404265934888362,66173.05750280654,0.26948983410253213,0.818573032306349,0.8052887613820631,1.0772732942497194,39.80949020851502,0.11044160786490129,0.5020930785697296,0.885181955125664,0.36936494093395705
14,1301,0.9200091331151533,0.8360859527614989,0.016870893269401527,0.013369865793946775,0.7180404394043179,0.7281883451302738,0.004211380876271659,0.06981759139457594,0.8796965776187939,0.5894918436207728,233604.3838952736,59620.91503665931,0.43981023416292464,82013.29071212928,0.35314711926326203,0.9200091331151533,0.9105715807900144,1.1822817566024812,35.838332173321895,0.1555575338696363,0.49824379663650636,0.4070992700021042,0.441098395946974
15,1302,0.9519226553251194,0.8692287455605735,0.021024246941728417,0.024246941728416713,0.8145525496558075,0.8747972113824702,0.004560003507695006,0.0678958214583242,0.8912833779102907,0.7046520805016003,445961.45043188496,95189.71714824396,0.5774762134432411,121001.49695268997,0.2638005875389135,0.9519226553251194,0.917591090454685,0.5798877537598106,41.81590838453631,0.34795706122839315,0.4794829496099011,0.5106031988906687,0.47160127828117404
16,1303,0.9344533186450014,0.8479560923791163,0.028307825471141364,0.0189440138489987,0.8033992996813156,0.8382578589133257,0.005999921312507377,0.06285163473265924,0.8953062910650352,0.7111578864539482,349563.6601487194,79764.54532399576,0.6615454223551167,109841.32608096943,0.28595034819215487,0.9344533186450014,0.9180076326867844,0.5969233190384389,38.97687291867295,0.28978688681256476,0.49274062529864515,0.6872110033742309,0.47011343002697914
17,1304,0.9490126095738631,0.8448218382915302,0.03343596179867825,0.023297315317788714,0.8641970466534622,0.9110073931716118,0.0036867805385052852,0.053928970643029435,0.8843958974761241,0.7319632106367541,965939.2524464142,161801.51509030652,0.7650461828094052,203384.15211891828,0.2672327574372953,0.9490126095738631,0.9150667738709235,0.24573961131920066,44.820678885119065,0.5385341027998859,0.48298823604020674,0.8346386783777785,0.4195706630307258
18,1305,0.9734346902076181,0.9129270884420467,0.04003187837175086,0.01749223475559915,0.9062448912865784,0.944212849435998,0.006866110838646395,0.05059669772764427,0.9371628249141736,0.8433872813470655,945387.9802190616,186028.67475886873,0.6000081739414745,209741.24583128985,0.4336071603727317,0.9734346902076181,0.9581289847964689,0.26444744155631844,39.25523576845406,0.4962788267359591,0.49211986838203103,0.5830379460818235,0.4466608295321348
19,1306,0.9553272711675388,0.8720511280775499,0.033542077721540706,0.021982499785536586,0.862979325727031,0.9057862228703784,0.008342626747876811,0.044029338594835724,0.9022475765634382,0.7606373852620743,569657.815046753,118804.58273998456,0.6754310714592091,147507.1849103543,0.27286179977695807,0.9553272711675388,0.9296345543450287,0.34359183323325043,41.731521929787924,0.44645556827009014,0.49715593494984256,0.754575144291406,0.46909950468999273
20,1307,0.9359732454439705,0.8581572314850717,0.02500969367972082,0.019314656843737885,0.7800988755331524,0.8284218689414502,0.009499806126405583,0.0874127568825126,0.8865112446684762,0.6878392787902288,317657.94154711126,79998.79279759596,0.5253005040713454,101536.04730515704,0.3110944164404808,0.9359732454439705,0.9125145405195813,0.9166101202016286,36.80009608632987,0.1699101962378506,0.4958054621382904,0.5112384049669241,0.3958756790716582
21,1308,0.9275864962380779,0.8431180600229351,0.03395519257125276,0.027046681397365255,0.7735015243476072,0.8183648924565771,0.006041451067043325,0.08760104047212822,0.8851844600453109,0.6826000615332979,269950.0629317819,73436.70097614186,0.6059631359606187,94071.18060022935,0.33916035018040447,0.9275864962380779,0.9243699829384947,1.1608536346600284,37.14827827347101,0.1523308815475739,0.4797748738299253,0.49322178129396993,0.3740279217113633
22,1309,0.967823246482677,0.9103886416831709,0.0282671879420767,0.02003652357313717,0.83837032845495,0.9139123948661231,0.008127781064327787,0.07641657450037295,0.9347462640500013,0.7639342575683531,438939.8955734458,102322.93140255666,0.732580570487924,120315.07266133388,0.3798194398004064,0.967823246482677,0.953779675403174,0.6709277501993364,38.049548918640575,0.1907641606591143,0.48465499485066943,0.7195880535530381,0.4028012358393409
23,1500,0.8471565163582649,0.6077409824939617,0.0212787192845879,0.026668263568676766,0.5666806395592551,0.7532986007146136,0.01804499271413458,0.11100465097710442,0.7542966644709264,0.5404515240433558,182804.3914805278,48558.05738866599,0.9051240593249097,65637.78415873206,0.2021677944787113,0.8471565163582649,0.8037806655089127,0.7972732898177536,42.55847975730323,0.141236891140644,0.5446201703189245,0.8712213376041394,0.3039946409596994
24,1700,0.9003256794110402,0.795670379594406,0.027641697911820248,0.01692711896877309,0.7038506800952407,0.8537589972358303,0.017255535181586797,0.11972139357946304,0.8528284846328581,0.6024248063712745,394992.1549577164,89420.5770136019,0.8611073099975369,109793.73817017433,0.2414817044801445,0.9003256794110402,0.8842743370097704,0.5564875886039574,43.23796953140201,0.2683434737567245,0.4974837376356073,0.9092199849602709,0.3731903682630165
25,1901,0.8025222776015708,0.7003473795499169,0.01744449478930675,0.021119669737703267,0.5160600110758697,0.5856366107838695,0.013769319840910236,0.08508281729849469,0.8146805618486633,0.4723858430247193,130918.55208176006,52703.01291345718,0.3364295423652016,62474.88425716155,0.39601268690530134,0.8025222776015708,0.8383929919951669,1.7886019231737402,33.90249789156833,0.06369863483334819,0.5203677927634511,0.6578992478212873,0.3326316655581687
26,1902,0.9201801302884125,0.8171590130725622,0.026290860865383216,0.02860807088622353,0.7663407027413032,0.8354343675765481,0.00888992523718612,0.09357739335733127,0.871358409723538,0.6875992829765218,214133.03991722167,75389.63752422869,0.6682163312298701,98518.83748925194,0.28405497179999123,0.9201801302884125,0.9008846204293397,0.7047087456461227,37.80192982271334,0.2648449926788931,0.4862637073242671,0.7047855811062772,0.44109405778934174
27,1903,0.8471255251020828,0.7027701888898681,0.031873329220645695,0.019711524338297936,0.6629652477894304,0.6793572456743339,0.01045797714520725,0.0575482506389354,0.8397226873476102,0.55961928262977,99414.97605828266,41136.624746629066,0.5128521488792926,54854.463823036924,0.36667547956875535,0.8471255251020828,0.8695102964072736,1.6703387092036075,32.507162464749804,0.09490617124333643,0.49588240254082466,0.6149788733054142,0.3148392778511669
28,1904,0.8228612124988872,0.6989584260660554,0.018000534140478947,0.018231995014688862,0.6036321552568326,0.6322086708804415,0.010665004896287723,0.06812071574824179,0.8416095433098905,0.5441289059022523,106016.36250333837,38814.07335529244,0.5067390723760349,55583.488987803794,0.3468530223448767,0.8228612124988872,0.8684412000356093,1.6583103356182676,33.7160952037667,0.09504043794633805,0.501244677735475,0.6219446259208362,0.3481155241163351
29,1905,0.8077047903414254,0.7049850707516552,0.01174866934960405,0.0192457484097105,0.5860379073088408,0.6219979228871868,0.005776970011683759,0.06757107620407633,0.8222770349214592,0.5247306244320394,114466.89276905102,51962.976243022196,0.3627807347786577,62047.614371024276,0.4057185512138128,0.8077047903414254,0.8422692457484097,2.0481305984681293,32.4058318706616,0.08763682228317912,0.4960706316095857,0.5989574605078631,0.32725332298437954
30,1906,0.928822387656323,0.818505687820938,0.05830323579273237,0.021547382128203237,0.7825606250460677,0.8541559175450235,0.006682882484459841,0.08587012604112922,0.8963416132281762,0.717918478661458,244216.22564556153,88801.51674406034,0.7139136630549618,104868.43706542837,0.35999115500847645,0.928822387656323,0.9178889953563795,0.6774280730203189,36.00480529155104,0.22599605425804498,0.49454390661198294,0.7464492415498089,0.38394852525847883
31,1907,0.8010090666133827,0.6504483352898569,0.022204460873691836,0.025101780852711243,0.5396008691959937,0.6711541823812973,0.01156430301970677,0.10680120888178435,0.8299073357144641,0.5513400104902965,221372.46546944077,65278.57886455029,0.49868871294053,76216.39433523991,0.3607163373879162,0.8010090666133827,0.8582311361990159,1.473362140020481,35.31397502185217,0.1128683387902043,0.4995481414539475,0.8198047378479681,0.35593860649787407
32,2300,0.8797464845987546,0.7049095511742641,0.04846726657920508,0.018791921506310167,0.6739592379755723,0.7873944455736432,0.021674458138546536,0.07747741089081468,0.7985919917219461,0.5717585321236535,209353.2179086827,46001.31075962231,0.8765498253848002,66965.29200465641,0.22572479166281711,0.8797464845987546,0.846929913708679,0.994789260703265,39.80778053909386,0.22424010705410055,0.4970442480478802,0.8559548843433378,0.39020337338058614
33,2500,0.8432966264639049,0.7683315853871701,0.029278098234574376,0.020713162034609333,0.6488813144555148,0.6730029715084775,0.00443541338926761,0.08390141583639224,0.8180606537318651,0.5646521587135116,124216.56178989688,50438.941269008916,0.20608285264813844,60639.744144380355,0.31760181786400976,0.8432966264639049,0.8555977975878343,1.6106231428072015,34.88331285899266,0.09562623814425003,0.5120023905176134,0.6667275363281207,0.29756964042630896
34,2901,0.7697592029780423,0.6547916629201359,0.023396334993795745,0.0130199435322891,0.5226680094232741,0.5883431942021687,0.006653838545506861,0.08646393439674861,0.7787688600356071,0.4792921754455374,171442.51263330155,66016.10264894707,0.4494937687701189,76824.78339058033,0.4127717733378891,0.7697592029780423,0.7965543906342727,1.4104699048680922,33.553733463988245,0.09373346398824106,0.547623713865752,0.7954630083292503,0.3395198432141107
35,2902,0.9450997483445571,0.8719650212993294,0.025137426366179758,0.019935609948122424,0.7952593175779218,0.8493582083257181,0.0026571440621968537,0.07271295814646628,0.916574111824994,0.6699939546457844,192850.11176875816,73382.27132393257,0.6149952902472972,89524.91743170859,0.38621378059581885,0.9450997483445571,0.9345133489856458,0.9478553051497982,34.24185209142847,0.1728148225214752,0.49294564140607683,0.7553795421339039,0.411188362004623
36,2903,0.8409820926684333,0.7350437645547258,0.02005540833534088,0.010820685778527262,0.5976471532963944,0.6438609170481009,0.0031116999919698065,0.0627961133863326,0.8441339436280414,0.4383281137075404,108788.02698145025,46476.8760539629,0.4708704729783988,58176.379386493216,0.38577049706897937,0.8409820926684333,0.8598530474584437,1.8369870713884204,32.448987927202836,0.07985464592468017,0.4962219953150339,0.7252207339780167,0.3372634993092678
37,2904,0.8206770356816102,0.7287452136491478,0.004303480058283352,0.023143912439429367,0.5249229101013182,0.6010640100301582,0.005015079123038867,0.06922842329978653,0.8376876418962421,0.42719663854156076,96487.8147131578,40761.377791332045,0.2824370573684389,49841.12419097964,0.43902273728440244,0.8206770356816102,0.8643217783199485,2.155196367456203,31.412235332887835,0.0430058311439844,0.5045541509140341,0.6688880548512005,0.3673895332338591
38,2905,0.8577841649875548,0.6842183240488325,0.019423373236932558,0.020164157876022284,0.6002577930544032,0.7417180277349769,0.013082256726324524,0.11501422306507052,0.8135741377266801,0.5413357828612065,135914.50011852555,48950.74737762238,0.7717198056181107,64835.862495555295,0.2949952589783098,0.8577841649875548,0.8463612658527913,1.2261911816996562,37.190753737379005,0.11355892405228417,0.5175819875290251,0.8181168305982416,0.3285554019149991
39,3100,0.8484542702504357,0.6295982019998165,0.01270525639849555,0.015526098523071278,0.6797770846711311,0.6989725713237318,0.014700486193927163,0.07971745711402624,0.8716402164938997,0.5967571782405284,133606.12329144115,57374.54591321897,0.5417851573250161,70801.39067516742,0.41810384368406567,0.8484542702504357,0.8970736629667003,1.2920374277589213,33.96562179338652,0.09530965542352124,0.5513422263413988,0.7175796895170633,0.35992188275793585
40,3300,0.8421061451577766,0.669029544350041,0.011579776448309955,0.02210379903809093,0.5754026108960502,0.7246996128902519,0.019321971410855832,0.14545942050843766,0.7579139644395287,0.5223300320077757,251727.7797328775,49904.97124327585,0.824594037504399,69871.51515760897,0.2326010088314648,0.8421061451577766,0.8068975918757227,1.028203710220703,42.33986578775462,0.15291222096851884,0.49604423593377805,0.8363719144050518,0.339179550118442
41,3701,0.9255661838837387,0.8052229080089508,0.03378660830648929,0.024565372414980205,0.7534118572798584,0.8878697715592495,0.009368775665773231,0.11675314136769371,0.895050040573438,0.7112154818403128,409362.0429340743,102029.2079081319,0.6622568667469939,117619.14102343423,0.3557429857132319,0.9255661838837387,0.9162957680674748,0.8146408635994787,37.29180078715884,0.20408777753084473,0.5160765365010861,0.7307601316232821,0.3886901476102058
42,3702,0.9518291114825769,0.8740516908833741,0.05448759161630449,0.02656872830140157,0.83497814067121,0.9001221550726501,0.004677253439629677,0.08182782563970682,0.898016587373023,0.7328661437572329,363485.4217564614,94209.02513822811,0.6098913462774849,114713.06422785136,0.36204513308473707,0.9518291114825769,0.9228333547640478,0.6925871158544425,36.25663730602239,0.24578806323618008,0.5021916613000394,0.7416748031659638,0.43707023703180503
43,3703,0.8600288881948782,0.5745822923173017,0.019655683947532792,0.030020299812617113,0.6711625546533416,0.8029551842598376,0.007046377264209869,0.07672938788257339,0.8102748282323547,0.6044464397251718,154678.88429106807,54109.60911149282,0.7281777014366021,68933.34349625235,0.33855793254216116,0.8600288881948782,0.8396509993753903,1.0744066208619614,35.425127901800685,0.12023683937729049,0.5005945375717257,0.650033842907929,0.34336221667998024
44,3704,0.8999936016379807,0.7634738840190245,0.027491628809691384,0.026211956405826776,0.697570755219997,0.784716445923177,0.00637703414592531,0.07667370486488792,0.8838697293492865,0.6052850470279608,191697.6411372022,63878.70381982213,0.530680145882654,76555.13310725788,0.3868023119414763,0.8999936016379807,0.9063919636573037,1.4571203105338366,34.36228954197091,0.09435157805805322,0.49372397562005915,0.5081950395268843,0.3705871703578541
45,3705,0.9445145845972225,0.8657298857170965,0.04935316204561478,0.028496942071521095,0.8144419485480988,0.8921444850710784,0.005558379379888177,0.0919346111593894,0.9089180016068471,0.7049140008854056,423407.7177851744,92079.98209513191,0.47523323878076373,115812.57998983424,0.2713440128547771,0.9445145845972225,0.9281509780452213,0.6819754381937726,40.08712335318927,0.30454041480064353,0.4957117700769599,0.5660300447845559,0.4481662246184617
46,3706,0.9175019457088276,0.8482818801443363,0.0203532935543973,0.026060706115421807,0.7844154618994835,0.8458526921534869,0.012405367797929294,0.06568241315063324,0.8720313200160373,0.670644560269805,375472.9558265135,82194.84427254074,0.3080351878493432,99301.21747128606,0.3189783259828778,0.9175019457088276,0.9002146175797741,1.0414848706398434,38.72112256712797,0.18768263770193527,0.4960922423774604,0.6895021227325357,0.3962342173457573
47,3707,0.8511989305706408,0.7881471579357785,0.01924415852062272,0.03055114601609714,0.6886679477539198,0.7500487370150667,0.005486395410365667,0.0851644526136965,0.8321218703873896,0.5700838276659147,280036.94544239284,67936.05299802267,0.15144679310440862,79384.82577213357,0.31887932715069484,0.8511989305706408,0.8468543737989807,1.791656223020581,36.02259968520462,0.08405036726128016,0.4892969569779643,0.6351521511017838,0.34948189926547746
48,3708,0.8549520612456831,0.7647257710049026,0.028038737411548772,0.025358031250754705,0.696790397758833,0.7944550438331683,0.015770280387374117,0.09242398628251262,0.7990677904702104,0.6073852247204579,319013.0412732147,67368.27447050015,0.32339942521795834,83971.89801241337,0.26157412997802304,0.8549520612456831,0.8176878305600502,1.1677977153621368,39.824347983578846,0.17738770828302342,0.49658144168075347,0.7333222651533446,0.4070348345810191
49,3709,0.9378438964744243,0.8384960260851845,0.03991746484613817,0.03619828815977175,0.8275422865294477,0.8972895863052782,0.0078204605665376,0.10943550030568576,0.8932901976767883,0.7103882209089056,810655.0692887711,126557.0489097208,0.6610709190951701,151492.73751783167,0.28902588139392704,0.9378438964744243,0.9128031383737518,0.5103933156714897,42.25805281156738,0.4063279542094139,0.4794586406146534,0.654638473889025,0.4389655391369817
50,3710,0.873641971356001,0.7556508932573478,0.06411816183219142,0.026210753238991698,0.6601993554032998,0.7899297773793515,0.006189835862628333,0.14136304454547394,0.8738554139719537,0.6013745704467354,289190.46124949306,67292.39405775757,0.30571385882905383,82760.47584896801,0.2942946788755843,0.873641971356001,0.904228298222023,1.3121598258308254,37.249280587813786,0.14829559025921588,0.49100308238264767,0.5011430976239493,0.44678055937851885
51,3711,0.9129115353399908,0.8227530964395356,0.07329122410811956,0.024242210381453123,0.7890892409753344,0.8704788454073891,0.0071456296975898935,0.09456932142983168,0.87301951374431,0.7332298246233107,447511.859980945,96474.51217403579,0.6488584636013973,115691.08710610819,0.26467059529270615,0.9129115353399908,0.9045308585341755,0.5403683969088535,40.81431594004231,0.30014602020442827,0.4767291474208064,0.7259468963256549,0.4412551777572489
52,3712,0.9000632031348755,0.7986600935406396,0.017848565288838325,0.02204525344457085,0.6879282012387814,0.7790671217292378,0.011831626848691695,0.07528757426368347,0.8847933257489572,0.5995196561749463,231759.83314372392,57695.48140563772,0.3068638604474782,73279.550423461,0.31083301731765894,0.9000632031348755,0.9096447983819997,1.5752749336367085,35.25897010855034,0.11613683760226726,0.4910833645259612,0.4704628094754291,0.4126517298540185
53,3713,0.9100644967751612,0.8303584820758962,0.06467676616169192,0.028588570571471426,0.7787610619469026,0.8625168741562922,0.0071996400179991,0.1184340782960852,0.8920353982300885,0.7024748762561872,445867.7636118194,87779.74546272686,0.3646317684115794,102729.4808759562,0.2768561571921404,0.9100644967751612,0.9177141142942853,0.7964001799910004,39.95520452457717,0.26045137700607,0.49397503557340733,0.4642824978836074,0.4416776238765107
54,3714,0.9507990030787274,0.8071543761911744,0.0310218443043542,0.036182377950447146,0.8068318428382935,0.8793725260225773,0.009646679372526022,0.1039730244832136,0.923412989297757,0.7693300102624249,512182.58026682306,97308.25615012461,0.24195865708840347,111513.64890778478,0.280486732150711,0.9507990030787274,0.9481894150417828,0.7928749450227239,41.24539838284728,0.3588262015081312,0.48626328699918236,0.2571454528936132,0.43881166530389754
55,3715,0.9081861858114432,0.8436388594247208,0.028732763461658452,0.037156049167030636,0.7642727896674362,0.8178386472827104,0.003899669308042678,0.13988893741810696,0.9018219255007175,0.6941723341860611,343704.69832158234,81626.26580146003,0.28055780869782243,94145.72639920135,0.30720034941037,0.9081861858114432,0.9202907593436077,1.1085043988269794,38.48889210692199,0.18211322554815407,0.48810842121403136,0.38950031517794775,0.43474112816668653
56,3716,0.8917703608946776,0.8349808117222933,0.014265224638523859,0.05213784548590921,0.739465829360003,0.7878435476993448,0.005620808621157499,0.12703027483815948,0.9042136682559988,0.6560452765825484,309874.9466992286,74430.82079311548,0.17176415862309571,85005.92491374967,0.3084467186106912,0.8917703608946776,0.9225103694228011,1.4385393650424467,37.57411668409804,0.09808558046473558,0.5043063071256423,0.4055659133281797,0.42299122368241554
57,3717,0.9221234125587793,0.761028118102428,0.04238508045168101,0.02679056971945875,0.694059690988772,0.8627842999264259,0.00580595630338121,0.20407216659735772,0.8978759476664214,0.6713636799846454,626399.990403378,97569.82887623557,0.317104379258501,115037.75581395348,0.30837145324845655,0.9221234125587793,0.9134384696586801,0.775886887815489,41.287014493359386,0.3485511865327746,0.4835212489158716,0.3254892945589818,0.42964398792045894
58,3718,0.8924694828997474,0.7942809352646002,0.015641126018719528,0.024235737926616607,0.7673760632050962,0.8473433218263995,0.007082102565927613,0.0697711662336738,0.8786967507740489,0.6076728709206733,421572.66628705646,78366.73797999929,0.553845332574113,115098.93033559913,0.21029218121641338,0.8924694828997474,0.8943378767927684,0.6800597886045767,39.99838627908803,0.411548815057587,0.48237402623367537,0.5403394526201544,0.4934273004448443
59,3719,0.8641587032780936,0.7933954276037256,0.013937610042605809,0.018198190933161298,0.7313817991210032,0.8124806795424916,0.004247140572288752,0.04936628899372337,0.8445089579721248,0.4719970968912544,301908.48890501726,73283.67943496902,0.3180516914640539,96086.22922462804,0.2552316438853272,0.8641587032780936,0.8615109605795466,0.946480652661855,41.62229675206778,0.3190589065967319,0.46825701028848093,0.792223118821868,0.44612668952995765
60,3720,0.90464721774278,0.8001633542063709,0.037006010597080564,0.018995162202349786,0.7593038597666967,0.8707616913443214,0.04282812205491215,0.06092274183752539,0.858531068713481,0.6242224968062159,363654.78648767516,71334.64009717481,0.5459590776770195,102948.82615342729,0.21799409411715429,0.90464721774278,0.8737774613080902,0.6099604180192255,40.277462837521995,0.3468072990591455,0.48314196109094926,0.7419916878436839,0.4808896896964958
61,3721,0.8394427882669022,0.7061204961171837,0.023775348717382502,0.017941923374185712,0.6730705531632991,0.8161826947848809,0.013746273600529976,0.05316329910566413,0.7679879283059144,0.528817489234846,188982.54020831033,48594.25205181995,0.48410069559456775,78193.24767215045,0.19927496227595598,0.8394427882669022,0.7870339700415885,0.9622023480917155,37.9354726298073,0.27894389536823533,0.48854848635382914,0.7201737931239017,0.4827430249197393
62,3722,0.8982099440301552,0.8306055512948126,0.01936915620971558,0.016888859879575085,0.7384592790822904,0.778290880015665,0.004454742750844443,0.07847200691872135,0.8692622750191733,0.5595679062709071,201112.1371342787,52771.19233718976,0.40680123362106946,79487.93446796012,0.2667134441851737,0.8982099440301552,0.8850904818628331,1.129236492991531,36.79227681381456,0.2381266255745181,0.496995285091626,0.5882115414306244,0.4768708210116269
63,3723,0.8586767337533401,0.8014855489912485,0.017699115044247787,0.019929889932096195,0.7209570269408967,0.7230162037604491,0.004755717892775721,0.09408476944573824,0.8573284632167284,0.5363665334738803,201880.361826784,57166.51386267252,0.17804525286201064,71588.22614174,0.35533057142156743,0.8586767337533401,0.8735567376755816,1.6405510749393277,35.44499756914249,0.13353967090982546,0.4953813707297366,0.3438465067550449,0.40173515293859857
64,3724,0.9364715617938191,0.831439574779592,0.04293580317642191,0.024061873388713836,0.76323243897005,0.8327763455234094,0.00803653840033101,0.08714472134695567,0.8962888697921639,0.6650593589866005,455198.66322925617,82487.65958496451,0.4269709411502594,107242.72322480028,0.27214424392883285,0.9364715617938191,0.9122982908431204,0.8848785766574366,39.92089601587039,0.283165261475726,0.4849892544222186,0.6735603681049209,0.4270182399294649
